ID CAE,OK DE GF,Matricula Antigua,Contrato,Acta de Entrega,Acta Devolución,BAJA,Ficha Técnica,Permiso de Circulación,IVTM,Compañía/Proveedor,Cod.Tipo Contrato,Tipo Contrato,Situación Contrato,f Vig Inicio,F.Vig.Final,Tiempo Prop,Año,Cod.Sit.Contrato,Combustible,Marca,Modelo/Versión,Cod.Sociedad,Sociedad,Ceco.Imput,Columna1,Localidad,Provincia,Com. Aut.,Dirección,Huso,Coord.,Referencia Catastral,Descripción de la actuación,Matricula nueva,Marca2,Modelo/Versión3,Combustible4,Ceco,Renov. Flota,Fecha Alta,Columna3,Cod.Sociedad5,Pedido,Sociedad6,Ceco imputado,Factura,Comunidad Autonoma2,CHASIS/Bastidor,CVA,F,CVN,L,Ahorro estimado,Columna2,CALCULO GF,Vacias
CAE500218,,0429KHR,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-21,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1188,UTE[AGUAS DE ALTEA]AVSA/T,201080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500219,,R3474BBH,,,,X,,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2013-04-29,2023-07-17,3731,2023,4,DIESEL,LECITRAILER,SR 3E 195,1006,ARAGONESA SER.PUBLICOS SL,733618,9,Teruel,Teruel,Aragón,Cuesta de la Enriqueta 3, UTM 30 ETRS89,661217.03  4466797.39,1470003XK6616G,Sustitución de vehículo de combustión por eléctrico,1976MXT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200652,2025,2025-01-14,2,1006,4500426764,ARAGONESA SER.PUBLICOS SL,,X,ARAGON,VF1RFK00973824880,35,10,17.3,53508,178021.116,N3,0,FALSO PROPIEDAD
CAE500220,,4921LGX,,,,,,,,OTROS,8,OTROS AUTORIZADOS,CANCELADO,44562,2023-09-30,637,2023,4,GASOLINA,YAMAHA,T MAX 500,1200,EMIVASA,12009935,9,Valencia,Valencia,Comunidad Valenciana,Pedrapiquers 4,UTM 30 ETRS89,723006.99  4370803.79,3110819YJ2730G0001DW,Sustitución de vehículo de combustión por eléctrico,0649MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200032,2024,2024-12-11,1,1200,4500424895,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYAXRT153034,2.9,9.19,16.4,2831,290.20580999999993,L3e,0,FALSO ALQUILER
,,1451LDY,,,,,,,,AYVENS,1,RENTING,DEVUELTO,43860,2025-01-30,1904-12-31,1905-07-17,7,DIESEL,OPEL,GRANDLAND X 1.5 CDTI 130 CV AUTO,1001,AVSA,10019700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,1244KBM,,,,,,,,TLM,3,ALQUILER,DEVUELTO,,2022-03-14,,1905-07-14,7,DIESEL,NISSAN,NV200 90 CV,1066,CANALIZ. CIVILES S.A.,336003,22,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,PGASTON,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,44136,2023-03-31,1902-05-29,1905-07-15,4,DIESEL,TARJETA SOLRED,TARJETA SOLRED,1066,CANALIZ. CIVILES S.A.,356018,23,,,,,,,,,6019MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10669120,2024,2024-11-29,1900-01-01,1066,4500426702,CANALIZ. CIVILES S.A.,,,,VR7CBZYA7ST000178,,10,16.4,,,,,FALSO PROPIEDAD
,,1345KBD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-07-07,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1203,"E.Mixta Metropolitana, SA",101224,5,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,1433LTN,,,,,,,,AYVENS,3,ALQUILER,DEVUELTO,,2022-07-14,,1905-07-14,7,DIESEL,CITROEN,BERLINGO 1.6 HDI 75 CV,1343,UTE CAMPO CARTAGENA,721268,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,BASEJ,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,42736,2025-04-24,1908-04-22,1905-07-17,4,GASOLINA,TARJETA SOLRED,TARJETA SOLRED,1001,AVSA,10019915,4,,,,,,,,,9049MWN,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10019060,2024,2024-11-26,1899-12-29,1001,4500424811,AVSA,,,,VR7CBZYA8RT152190,,9.19,16.4,,,,,FALSO PROPIEDAD
,,JGRAS,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,44136,2023-12-19,1903-02-16,1905-07-15,4,DIESEL,TARJETA SOLRED,TARJETA SOLRED,1066,CANALIZ. CIVILES S.A.,356005,24,,,,,,,,,8628MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356006,2024,2024-11-29,1900-01-01,1066,4500426799,CANALIZ. CIVILES S.A.,,,,VF1RFK00473824821,,10,17.3,,,,,FALSO PROPIEDAD
,,1804KCY,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-20,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1400,EGEVASA,14009060,18,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,JOMOCHE,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,44834,2024-05-20,1901-08-20,1905-07-16,4,DIESEL,TARJETA SOLRED,TARJETA SOLRED,1066,CANALIZ. CIVILES S.A.,10669120,25,,,,,,,,,8640MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356001,2024,2024-11-29,1900-01-01,1066,4500426797,CANALIZ. CIVILES S.A.,,,,VF1RFK00473824818,,10,17.3,,,,,FALSO PROPIEDAD
,,1826KCY,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-19,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1001,AVSA,10019060,5,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,1974KGV,,,,,,,,TRANSTEL,1,RENTING,DEVUELTO,,2022-01-18,,1905-07-14,7,DIESEL,NISSAN,CABSTAR NT400 GRUA FASSI F40B,1066,CANALIZ. CIVILES S.A.,10669101,26,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,VBOIX,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,44872,2024-06-30,1901-08-23,1905-07-16,4,DIESEL,TARJETA SOLRED,TARJETA SOLRED,1066,CANALIZ. CIVILES S.A.,336003,27,,,,,,,,,8642MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356016,2024,2024-11-29,1900-01-01,1066,4500426768,CANALIZ. CIVILES S.A.,,,,VF1RFK00173824811,,10,17.3,,,,,FALSO PROPIEDAD
,,BRODRIGO,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,44136,2024-09-16,1903-11-15,1905-07-16,4,DIESEL,TARJETA SOLRED,TARJETA SOLRED,1066,CANALIZ. CIVILES S.A.,10669120,28,,,,,,,,,8644MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356006,2024,2024-11-29,1900-01-01,1066,4500426772,CANALIZ. CIVILES S.A.,,,,VF1RFK00373824812,,10,17.3,,,,,FALSO PROPIEDAD
,,2134JVZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-01-17,,1905-07-14,7,DIESEL,JEEP,RENEGADE 2.0 140 CV,1203,"E.Mixta Metropolitana, SA",101224,6,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,2150JZT,,,,,,,,TLM,3,ALQUILER,DEVUELTO,,2022-04-30,,1905-07-14,7,DIESEL,PEUGEOT,PARTNER,1066,CANALIZ. CIVILES S.A.,356006,29,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,BASE43,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,45712,2025-07-03,1900-05-08,1905-07-17,4,GASOLINA,TARJETA SOLRED,TARJETA SOLRED,1004,G.O.MEDIOAMBIENTE S.L.,301004,18,,,,,,,,,5995KSD,RENAULT,ZOE 40,ELECTRICO,724317,2024,2018-12-01,1899-12-29,1004,X,G.O.MEDIOAMBIENTE S.L.,,,,,,9.19,13.3,,,,,FALSO PROPIEDAD
,,6997LLV,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44235,2025-02-08,1903-12-31,1905-07-17,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1001,AVSA,200599,6,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,2177KNN,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-08-14,,1905-07-14,7,DIESEL,OPEL,GRANDLAND X 1.6 CDTI 120 CV,1001,AVSA,10019012,7,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,2178KNN,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-04,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,10669120,30,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500221,CAE500221,T5455BB,,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,1999-01-01,2023-03-09,8833,2023,4,DIESEL,FORD,TRANSIT 1.8 TDCI 80 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205335,44,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,0778MJM,PEUGEOT,E-PARTNER PRO 100 KW,ELECTRICO,725455,2023,2023-07-26,0,1505,4500370229,CGAC,,X,CATALUÑA,VR3EAZKXZPJ701041,5.6,10,22.7,15815,5266.3949999999995,N1,5607.998999999999,CORRECTO PROPIEDAD
CAE500222,,2414KJX,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-04-18,,1905-07-14,7,HÍBRIDO,TOYOTA,YARIS 1.5 HYBRID ACTIVE 100 CV,1004,G.O.MEDIOAMBIENTE S.L.,724320,19,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500223,,8767LLW,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44238,2025-02-11,1903-12-31,1905-07-17,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1004,G.O.MEDIOAMBIENTE S.L.,724362,20,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500224,,2612JYB,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-04-06,,1905-07-14,7,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1400,EGEVASA,14009070,19,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500225,,2970KPX,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-10-23,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,10669120,31,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500226,CAE500226,1751LHM,,,,,,,,VWRENTING,1,RENTING,DEVUELTO,44026,2023-08-31,1143,2023,7,DIESEL,VOLKSWAGEN,T-ROC 1.6 TDI 115 CV,1009,GAMASER,10099039,2,Valencia,Valencia,Comunidad Valenciana,C/Corretger 51,UTM 30 ETRS89,719008.27  4377344.83,9274309YJ1797S0001MB,Sustitución de vehículo de combustión por eléctrico,7775MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,350108,2024,2024-12-19,1,1009,4500426769,GAMASER,,X,COMUNIDAD VALENCIANA,VF1RFK00773934312,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,FALSO ALQUILER
CAE500227,,3324HZP,,,,,,,,CEDIDO,6,"CEDIDO (por ayto, planta.",DEVUELTO,,2022-10-31,,1905-07-14,7,DIESEL,RENAULT,D 18 WINE DESATASCADOR,1006,ARAGONESA SER.PUBLICOS SL,733618,10,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500228,,3332KZT,,,,,,,,WASTERENT,3,ALQUILER,DEVUELTO,,2022-08-31,,1905-07-14,7,DIESEL,VOLVO,FE S42R,1006,ARAGONESA SER.PUBLICOS SL,733618,11,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500229,,3488JYZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-05,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1203,"E.Mixta Metropolitana, SA",12039060,7,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500230,CAE500230,7970LKX,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,44148,2024-11-13,1461,2024,7,HÍBRIDO,VOLVO,V60 2.0 T6 AWD 340 CV,1200,EMIVASA,12009935,10,Valencia,Valencia,Comunidad Valenciana,Pedrapiquers 4,UTM 30 ETRS89,723006.99  4370803.79,3110819YJ2730G0001DW,Sustitución de vehículo de combustión por eléctrico,3111MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,100011,2024,2024-12-12,0,1200,4500424893,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA9RT154434,5.1,9.19,16.4,13073,3983.2123699999993,M1,7136.433042999999,CORRECTO ALQUILER
CAE500231,CAE500231,3520KGX,,,,,,,,TRANSTEL,1,RENTING,DEVUELTO,,2022-02-02,,1905-07-14,7,DIESEL,NISSAN,CABSTAR NT400 VOLQUETE + CAJÓN,1066,CANALIZ. CIVILES S.A.,356012,32,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,6795.3454,FALSO ALQUILER
CAE500232,,3868KNX,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-06,,1905-07-14,7,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1066,CANALIZ. CIVILES S.A.,10669103,33,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500233,,9377LMG,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44260,2025-03-05,1903-12-31,1905-07-17,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1001,AVSA,200310,8,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500234,,4094KNP,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-08-17,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,10669120,34,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,4299JSX,,,,,,,,TLM,1,RENTING,DEVUELTO,,2022-06-30,,1905-07-14,7,DIESEL,NISSAN,CABSTAR NT400 VOLQUETE + CAJÓN,1066,CANALIZ. CIVILES S.A.,10669102,35,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,4399KGX,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,,2022-02-02,,1905-07-14,6,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1201,SASTESA,352094,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,4405KGX,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-02-02,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1004,G.O.MEDIOAMBIENTE S.L.,10049629,21,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500231,CAE500231,5239JVL,X,X,,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,42725,2023-07-17,2399,2023,7,DIESEL,VOLVO,XC 60 2.4 D4 AWD SUMMUM,1001,AGUAS DE VALENCIA SA,10019920,26,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,2717MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200714,2024,2024-12-19,1,1001,4500426795,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00473824897,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,FALSO ALQUILER
CAE500232,,4574KMR,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-07-12,,1905-07-14,7,DIESEL,OPEL,GRANDLAND X 1.6 CDTI 120 CV,1004,G.O.MEDIOAMBIENTE S.L.,10049946,22,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500233,,5270KLB,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-13,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1066,CANALIZ. CIVILES S.A.,356006,36,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500234,,5305JYK,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-12,,1905-07-14,7,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1004,G.O.MEDIOAMBIENTE S.L.,354096,23,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500235,CAE500235,0383LKK,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,44127,2024-10-23,1461,2024,7,HÍBRIDO,VOLVO,XC40 1.5 T5 TRI 262 CV,1200,EMIVASA,12009006,11,Valencia,Valencia,Comunidad Valenciana,Pedrapiquers 4,UTM 30 ETRS89,723006.99  4370803.79,3110819YJ2730G0001DW,Sustitución de vehículo de combustión por eléctrico,3095MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200020,2024,2024-12-12,0,1200,4500424883,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA9RT153025,5.1,9.19,16.4,13073,3983.2123699999993,M1,7136.433042999999,CORRECTO ALQUILER
CAE500236,CAE500236,5848KKV,,,,,,,,AYVENS,4,PRE-ENTREGA,DEVUELTO,,2022-05-13,,1905-07-14,7,DIESEL,RENAULT,KANGOO,1201,SASTESA,352094,4,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,6795.3454,FALSO ALQUILER
CAE500237,,5962KYR,,,,,,,,AYVENS,4,PRE-ENTREGA,DEVUELTO,,2022-05-13,,1905-07-14,7,DIESEL,JEEP,RENEGADE,1001,AVSA,350527,9,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500238,,6390KXM,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO POR SINIESTRO,,2022-02-17,,1905-07-14,6,ELECTRICO,RENAULT,ZOE 40,1004,G.O.MEDIOAMBIENTE S.L.,724359,24,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
CAE500239,,6505KNH,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-09-01,,1905-07-14,7,GLP,DACIA,DOKKER 1.6 102 CV GLP,1004,G.O.MEDIOAMBIENTE S.L.,724320,25,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500240,,6518KNH,,,,,,,,ARVAL SERV,1,RENTING,CANCELADO POR SINIESTRO,,2022-09-01,,1905-07-14,6,GLP,DACIA,DOKKER 1.6 102 CV GLP,1004,G.O.MEDIOAMBIENTE S.L.,724320,26,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500241,,6522KPD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-14,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,355469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500242,,6581KPD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-12,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,205579,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500243,,6614KNM,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-08-14,,1905-07-14,7,GLP,OPEL,CROSSLAND X 1.2 80 CV GLP,1400,EGEVASA,208351,20,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500244,,6620KNH,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-09-14,,1905-07-14,7,GLP,DACIA,DOKKER 1.6 102 CV GLP,1004,G.O.MEDIOAMBIENTE S.L.,724320,27,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500245,,6704KKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-22,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,705335,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500246,,6722KKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-04,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,725465,4,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500247,,6739KKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-22,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,725465,5,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,6749KKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-22,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,725465,6,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,6755KKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-30,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,725465,7,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,6763KKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-04,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,725465,8,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,6778KKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-04,,1905-07-14,7,DIESEL,OPEL,COMBO 1.6 CDTI 105 CV L2H2,1505,CGAC,725441,9,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,6866KNT,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-09-19,,1905-07-14,7,DIESEL,TOYOTA,HILUX 2P 7G,1004,G.O.MEDIOAMBIENTE S.L.,350476,28,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,6939JSF,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-05,,1905-07-14,7,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV,1400,EGEVASA,14009016,21,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500236,CAE500236,4719KYS,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,43663,2023-07-17,1461,2023,7,DIESEL,VOLVO,XC60,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",15059901,45,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8877KDN,RENAULT,ZOE 40,ELECTRICO,725586,2023,2023-01-01,0,1505,4500349878,CGAC,,X,CATALUÑA,VF1AGVYC058921366,5.1,10,13.3,13073,4928.521,M1,6795.3454,CORRECTO ALQUILER
CAE500237,,7308KPB,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-17,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,356001,37,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500238,,7055LLV,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44266,2025-03-31,1904-01-20,1905-07-17,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10049630,8,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500239,,7499KKT,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-04,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1066,CANALIZ. CIVILES S.A.,356006,38,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500240,,7768KJH,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-03-01,,1905-07-14,7,DIESEL,VOLVO,XC 60 2.4 D5 AWD R DESIGN,1898,Valenciana Servicios ITV,DEFINIR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500241,,7769KJH,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-03-01,,1905-07-14,7,DIESEL,VOLVO,XC 60 2.4 D5 AWD R DESIGN,1898,Valenciana Servicios ITV,DEFINIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500242,,7824KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-12,,1905-07-14,7,DIESEL,JEEP,RENEGADE 2.0 140 CV,8136,FUNDACIÓN AZUL MARINO,10639901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500243,,7826KHG,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-02-16,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1001,AVSA,359805,10,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500244,,4938LMS,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44294,2025-04-08,1903-12-31,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1505,CGAC,205575,10,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500245,,7963KLN,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-22,,1905-07-14,7,DIESEL,OPEL,VIVARO 1.3 CDTI 95 CV,1058,SAMAS S.L.,355880,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500246,,7966KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-21,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1001,AVSA,201510,11,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
